City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
324,celestun,20.8667,-90.4,76.32,49,20,11.3,MX,1744217078
325,bargaal,11.2864,51.0773,80.62,75,45,4.43,SO,1744217078
326,pali,25.7667,73.3333,91.08,9,95,9.22,IN,1744216926
327,lalganj,25.8667,85.1833,88.79,34,71,15.5,IN,1744217079
328,karymskoye,51.6167,114.35,32.95,49,52,8.99,RU,1744217079
329,rurrenabaque,-14.4413,-67.5278,85.69,78,75,5.75,BO,1744217079
330,sao jose da coroa grande,-8.8978,-35.1478,83.62,68,93,9.95,BR,1744217079
331,honjo,36.2333,139.1833,54.25,57,99,2.46,JP,1744217079
332,bodden town,19.2833,-81.25,83.98,75,40,4.61,KY,1744217079
333,adrar,20.5022,-10.0711,101.95,8,1,15.26,MR,1744217079
334,pontes e lacerda,-15.2261,-59.3353,84.31,65,99,3.38,BR,1744217079
335,tehran,35.6944,51.4215,76.98,19,0,6.91,IR,1744217044
336,san jeronimo de juarez,17.1333,-100.4667,86.29,48,26,7.45,MX,1744217079
337,antonio enes,-16.2325,39.9086,80.92,80,57,10.25,MZ,1744217080
338,saldanha,-33.0117,17.9442,62.91,93,49,8.3,ZA,1744217080
339,al kharijah,25.4514,30.5464,83.17,21,12,14.74,EG,1744217080
340,vilani,56.5525,26.9245,32.13,84,100,18.84,LV,1744217080
341,new norfolk,-42.7826,147.0587,52.92,76,100,3.29,AU,1744217080
342,carauari,-4.8828,-66.8958,88.5,64,93,1.12,BR,1744217003
343,alofi,-19.0595,-169.9187,80.73,80,77,18.77,NU,1744216996
344,hopewell,37.3043,-77.2872,51.48,37,0,2.66,US,1744217081
345,lashio,22.9333,97.75,70.59,52,91,1.01,MM,1744217081
346,bougouni,11.417,-7.479,102.96,18,93,5.35,ML,1744217081
347,mugia,43.1041,-9.2179,65.91,74,88,14.5,ES,1744217081
348,damghan,36.1683,54.348,73.62,20,4,4.18,IR,1744217081
349,ceerigaabo,10.6162,47.368,67.48,32,4,3.53,SO,1744217081
350,pacific grove,36.6177,-121.9166,64.42,86,0,1.01,US,1744216987
351,colby,39.3958,-101.0524,67.82,40,0,11.99,US,1744217082
352,glens falls north,43.3351,-73.6825,42.62,42,5,1.99,US,1744217082
353,acarau,-2.8856,-40.12,84.06,71,95,14.5,BR,1744217082
354,kurumkan,54.3,110.3,25.3,71,89,4.85,RU,1744217082
355,umluj,25.0213,37.2685,85.75,47,0,7.18,SA,1744217082
356,myeik,12.4333,98.6,82.54,77,98,4.03,MM,1744217082
357,ariquemes,-9.9133,-63.0408,80.76,73,100,3.8,BR,1744217082
358,qamdo,31.1667,97.2333,39.52,49,92,6.58,CN,1744217082
359,pombas,17.1503,-25.0201,63.57,76,10,14.23,CV,1744217082
360,hithadhoo,-0.6,73.0833,78.55,87,100,14.97,MV,1744217030
361,canutama,-6.5339,-64.3831,76.44,99,100,2.35,BR,1744217026
362,jining,35.405,116.5814,54.84,68,4,7.18,CN,1744217083
